Username,Password,Registration_Date,Num_of_Art_Edited,First_Name,Last_Name,Salt
w\lM*&m#NSYAs*,mu/#A$i*I*&$ECM@%\#Sp,8/25/1979,0,Kiwnrxkltidpoue,Nrwtmmrtftleey,13:15:43
CS^zzSh&&#slp#%A$G%*Z%NM,cU^@m*c%Zzr/,7/4/1969,0,Rybcghh,Aqldktdouaqbgf,15:6:24
$VjaC@%AB*Z\L*#qhzUa\o,TU^Fk!P$a%F/*oS,6/6/1996,17,Hqxgqpcglolu,Tbjxxrksvxb,6:2:54
RxYM,*!MjJ\II&BHMqII/&*\/,4/25/1955,89,Qgtvkfmto,Ccagxnxaf,6:6:45
Jyc%U$/U^aUa&rtz#$RKcKg,@/LZk^^@\Y*&IkdchLLKQal,5/7/1957,105,Ihlitcdwfm,Oxsdajolvank,20:54:59
we\!#&Ak#tLA*\^^nTIK!di/!TM,pv/KpBU/g^mJ$\I,12/17/1969,0,Jvcaawmm,Kkvjlgbu,10:6:4
d*#Q/WsZKIuR!W&,iqx%Gevr!hdg%L*s*cw&,8/7/1958,6,Yceiqwyk,Ijnkkdgqsnphex,8:1:0
sSKwOzx\&hpon,wO\M#!ZY,8/9/1978,35,Rubywvbfioj,Xhrkkdtslct,3:46:52
^SYh&rqfD,*$JTvG^nq&^BU%sDcaw!oqCIiS@j%a,12/20/1956,166,Sifkdngwyw,Nscaqnabdbq,4:37:58
sA@LA@fPYFp^it^K@#uUbKip%g!,x/f&Qw\iF/KLwwD\GKCDtVe*F,10/29/1992,38,Xvbtjbowynd,Zgstnctbdwnfb,20:6:42
^&$T@!l\hz%%\r,jmnBhh%$W!M*Truqjg#xO,6/26/1995,0,Yrgnkuilh,Vadrhbwsynodycs,0:53:22
U/y#KhVS!%^omDuFf%J%c\qWn,\bm$IrA^P$Iu*/eg@baeWm,2/27/1995,97,Iioytugqaw,Lphdhx,3:44:56
DT#K!%,m*Txv*QYz*RNSkYk,4/9/1990,41,Bkilbc,Axeqimlevlasacs,19:2:15
Bs**#OX@tH,d%!%MDfG#skXh@Q,9/27/1966,165,Fdjbmko,Qjdljqp,20:15:59
rcaWjF@k,#qfd&*N%neqqQ,2/16/1953,28,Bpslakexdq,Vimxbtbdq,19:45:25
$NZG\Fg^!%xT,YOPCP&!&n\HN,12/22/1993,131,Pdxqeoeuubjnum,Pqvqebdtdqh,2:3:9
fA/L@*IfU*C^hYwE&*TkwMZ*VfHe,K/qJhO&$oppn@/^@!YY%C\OprnR*,5/8/1993,105,Bknbbpljl,Dkyigequbmtyyfu,11:33:28
i^dCzcFNcL\oQpyNoc,J\l\!$SRMyC#%m@GSwL@A,4/24/1983,0,Bwqgkcrk,Lqybkdyu,10:13:30
!/pB^!%cCd&Ul$rmEd*#*Qd,%uCDPKMPX%t\xmAt@dIX@vM@p/iM,2/24/1954,0,Knnawha,Tjvdcfamyin,18:4:36
$$B*$%eiaLVNC$d&pyu*$D,%pug/DP/g^,4/5/1991,48,Oqasvyxkk,Fiydcjixuffby,10:45:10
vSiZH*$jk#$g@/#U,$Vg^sLnH#oatFegzNM\iGhhbnOZ#,9/13/1952,0,Rsgphykxybvmtvf,Yjvdbtyhxhikh,14:54:55
%r*M%gRKnE,muZGvhNKU#*z@zXsM%UgpA/aUbOt/N,2/28/1982,10,Mdxtfsffheiwnet,Rxawwcensijqdct,0:27:58
#WihtiLe\&!v!o&Zmw@UBL!tYKc,f#TldepT$rGwj%d*Rx%DpN@@,6/12/1977,89,Xjsqoe,Uqftrl,3:4:19
VP%qlI,!%*DFCE%,1/21/1994,118,Dibgwlkb,Vtbpas,5:4:49
eI#%%X$CyKxwLOER\gWvkmm\,#deb!prSpFT\f&Pv,7/3/1994,25,Kyfnngqpd,Llaffrcvc,12:41:45
i\w!YCzemiLElwW\yMN\#N\GutEc,F$/HDL/PZU!TnHUDOiZO^Xsa$\XHD,11/21/1996,135,Evatuehfulup,Hihcvpe,5:26:18
sN^*#wZiK%n,$&$vT%EZ@yK@j,7/2/1993,29,Jwhmushbmrwo,Xppsvqnaomrwr,1:8:0
zT@@/gOV&DNR!q%/c%dfn/qh@&&,evfAY!&JH&$sjTH^t$$PB/,11/1/1976,0,Ilvhevtjgmvqo,Xuqyfwwrgsa,8:17:24
yrTjktp*,E\uu*\RVj!P,6/6/1994,106,Vritmmjkdghwc,Yhqfswlfth,18:42:20
CTU!q!kG/Tu^jzOnDc#V&S,IgKfnGo&M!Y,7/22/1952,52,Lmekeigmjrvvwsc,Iultpg,7:6:49
%@q*catFDMW!@JIFBfh$*G!pc^XV,Dg@%KWR$kZb#Wr\bza!ph$ntu@!f,8/6/1999,95,Svvccbfnoll,Dtciii,4:47:7
bA/^^#@\,y^pS#DvE,11/22/1956,26,Oqgmjocmtpb,Lawbtq,22:23:50
fV/#s!#/VkP$!N^h*#TLKQIU@arI,MtgNv@cCT#&!*nE,5/11/1987,89,Tvasoedikohlehy,Yhtstdgtvem,16:43:21
b$kP/%cPPVIk/gI/%,UYb^E!Rn!cJ*KVZPTGc#FmH,6/25/1976,12,Vfuhsgumby,Mlibucallocls,4:55:36
PP@pzp*&@*Wx&,w^*VmS/LLX%*SiaeQ*$XMh%fKFp,3/13/1957,0,Biakwxro,Hsdwuhyravki,17:7:10
eVRJO&K!&c#D^YPS*R,RitYM$v&PERB,8/30/1988,0,Qvbrqfwitefyyl,Niebjvluqlhqq,15:54:36
V!%KL&o@JmXyHSuIceLu@l,j*!sEdZxd#/sTi/!#VW#d/,5/17/1989,59,Nvsywyoj,Wenobasowrrl,20:34:20
q!R&i!%X&^y@/tMpKb!t\%Z,*LFFD!h%aGZC$/EJfAK@O,12/3/1996,100,Odadlmcmemif,Cwqewjdpeiyx,0:12:1
P^v^E@&wka#\u*%F\mo#q*@,hn&\/yr%Z!bS!Xtc/oyD!kZZ&*,2/3/1986,70,Gkglovycds,Lsslhtusrlkodn,21:11:47
LMqd&#&!&sDW*t*^W#WW\u&w,S%C@b#I!k@*K@U%a\T&$H&TQ,3/23/1969,0,Olywxkqlx,Bljumal,11:52:52
\!O&$&#GQt^^A$D!aN,wqIOEk^rqB^zET&X,6/10/1987,0,Zalmgr,Bqjekgahx,13:9:2
vsSt*@,vQ\S*NH^hDFmc$uEZ%oU,11/1/1977,73,Skunslpubmoyu,Pfudnlffbpa,7:9:27
KnP^%Aptu&FEIy\M@MRN\T//%eJppL,x%PAG/eD^O%Xi,2/18/1960,29,Isjmldcbwhs,Vinrpwbbokyf,20:44:44
^*r^moxd&o^,%Qj#*bMVuwTo&P#&Veay!&^j^,1/11/1964,34,Hbcqpsb,Euummkxge,21:1:33
SDPQZsDH^pFAY,\%$nD\Wgulr#VE/F&bbL$bPcH!,7/16/1992,0,Bqewell,Radivfvaq,23:21:25
U%@ly$W@nubv@B&Es&/W%/hO$chmq,o&@AXouAv#Dfm!#$MXR,2/25/1980,0,Bocfppqrrokmw,Tjllfuwhfpyqbat,0:35:52
iMx^Usq,%\&b*WR&qIdXI^quJmi&*@Ygfj&%,2/10/1969,60,Pmrilyuhrasf,Scgpnkqgx,5:25:51
Pjl%QS!&,oEAk%!\^/,1/15/1958,111,Kxokagjh,Zfrrcaelxxangl,21:46:44
b*n\*q$&Zf$TR#*Nb^&!/xgq/B,@OUrPWw*$pGr,7/1/1968,73,Wxneskjlqe,Zabuqgfh,16:0:47
\^t!a*IEd,NfJMhL$\\$uO@O%mz%w^,9/28/1987,117,Owsicj,Bdllhqswxiaeft,22:52:56
kvK%AP$g%VSm,J&q!W\qq@//cmH!dw#vvZ,7/16/1954,8,Nabyinbcbf,Ffghgjfiitaynyf,18:36:19
KTfdU@Go%,@$AUFE\mwuacQQe&e$\Y%f*Ny^C!z@,6/12/1958,20,Wxtweqgyuv,Gthfgdammc,5:1:33
jp#v*xFwBq!oyCI,!Zg&E&Y%ok#S\G\v/RfY&iEXD&,7/19/1951,114,Eibvypwjxaeqhnx,Oaqeiinaqd,4:3:20
$@/frU$aZ$*!t*G&oUAaht/h\R$^ms,!$n\xqxN,2/19/1960,53,Dblenmtbuh,Xsjnhvygnoqh,19:2:42
PWg*q&wM*#V*eE^*#Pik&J,!uRNNn@cz!ws^#cvI/A$\kfKvKu,6/25/1999,32,Qksodpengcvp,Htyhmsogfscwkgg,18:27:32
qamDp#Rm,^LM^$y#Zjmm/W/&p,3/25/1971,0,Snwmnhnbx,Weyxdomjhfxiydt,18:16:45
JiYDVdG%xAN!!%,L$*@*aVlj\ot*zJ^a,3/10/1989,42,Cmcjqxxtf,Dhyqwglhixfcj,8:29:39
Y&^@#$XKsB@!dOlSlX!^m#HaX,j#pAwJ%jFB^&&H&!A@uI!,9/21/1998,79,Fltqsmqlurc,Mcitqcw,10:31:58
T!&blZpx!zZf&i,Hpg*wi\Cw^e#Ny/!,7/20/1998,86,Iqktwlhhuojc,Rrjxgbogiaqqac,15:35:14
\d&CFMCUqzp#eZ#M/nlP/,^M#^CnliH,9/26/1972,60,Eplmaqmgdean,Dvxasuvoebg,3:30:30
cgsal\vE&y*/xmn%,@em#Gve!%Y,4/25/1981,9,Emadlvtjx,Kpnusnmpyrth,15:50:37
